tenure,TotalCharges,SeniorCitizen,Contract_One year,Contract_Two year,InternetService_Fiber optic,InternetService_No,PaymentMethod_Electronic check,OnlineSecurity_Yes,PaperlessBilling,Churn
56,1238.65,0,1,0,0,1,0,0,1,0
1,79.5,0,0,0,1,0,1,0,1,1
28,672.2,0,1,0,0,1,0,0,0,0
19,382.2,0,0,0,0,1,0,0,0,0
66,4264.6,0,0,0,0,0,1,0,0,0
17,1070.7,0,1,0,0,0,0,0,1,0
52,1345.85,0,0,1,0,1,0,0,0,0
19,1045.25,0,1,0,0,0,1,0,0,0
36,3003.55,0,1,0,0,0,0,1,0,0
7,467.55,1,0,0,1,0,0,0,1,1
72,7537.5,0,1,0,1,0,0,1,1,0
67,7482.1,0,1,0,1,0,1,1,1,1
34,3343.15,1,1,0,1,0,1,0,1,0
57,5427.05,1,0,0,1,0,0,0,1,1
7,587.1,0,0,0,1,0,1,0,1,1
1,100.8,1,0,0,1,0,1,0,1,1
8,161.15,0,0,0,0,1,0,0,1,0
69,7028.5,0,0,1,1,0,1,0,0,0
50,5232.9,0,1,0,1,0,0,1,1,0
10,225.85,0,1,0,0,1,0,0,0,0
12,274.7,0,0,1,0,1,0,0,0,0
14,1180.95,0,0,0,1,0,1,0,1,1
70,3370.2,0,0,1,0,0,0,1,1,0
64,7111.3,1,0,0,1,0,0,1,1,0
66,5958.85,0,0,1,0,0,0,1,0,0
71,5999.85,0,0,1,0,0,0,1,1,0
20,1648.45,1,0,0,1,0,1,0,0,0
72,5753.25,0,0,1,0,0,0,1,1,0
71,4492.9,0,0,1,0,0,0,1,0,0
38,3956.7,0,0,0,1,0,0,0,1,0
28,2625.55,0,0,0,1,0,1,0,1,1
17,1233.4,1,0,0,1,0,1,0,1,1
33,1309.0,0,1,0,0,0,1,0,1,0
23,813.45,0,0,1,0,0,0,1,0,0
58,1108.8,0,1,0,0,1,1,0,1,0
70,7349.35,1,0,1,1,0,0,0,1,0
4,294.2,0,0,0,1,0,1,0,0,0
45,929.2,0,0,1,0,1,0,0,0,0
10,740.0,0,0,0,1,0,1,0,1,1
36,754.5,0,0,1,0,1,0,0,0,0
54,3883.3,0,0,0,0,0,0,1,1,0
23,1414.2,0,0,1,0,0,0,0,0,0
41,3211.2,0,1,0,0,0,0,1,1,0
5,371.6,1,0,0,1,0,0,0,1,0
27,1246.4,0,1,0,0,0,0,0,1,0
1,95.85,0,0,0,1,0,1,0,1,0
67,2545.7,0,0,1,0,0,0,1,0,0
72,6448.85,1,0,1,0,0,0,1,1,0
56,1468.9,0,0,1,0,1,0,0,1,0
44,1013.6,0,1,0,0,1,1,0,0,0
66,6690.75,1,0,0,1,0,1,0,1,0
34,2088.75,0,1,0,0,0,0,1,1,1
69,7240.65,0,0,1,1,0,0,0,0,0
1,102.45,0,0,0,1,0,1,1,1,1
40,830.25,0,0,1,0,1,0,0,0,0
30,1588.7,0,0,0,0,0,0,1,1,0
11,829.3,0,0,0,0,0,0,0,0,0
15,302.45,0,1,0,0,1,0,0,0,0
11,712.25,0,0,0,0,0,1,0,1,0
64,1336.65,0,1,0,0,1,0,0,0,0
72,5360.75,1,0,1,0,0,0,1,0,0
72,6735.05,1,0,1,1,0,0,1,1,0
1,51.2,0,0,0,0,0,0,1,0,0
15,1010.0,0,1,0,0,0,0,1,0,0
60,4847.05,0,1,0,0,0,0,0,0,0
56,3019.7,0,1,0,0,0,0,1,0,0
8,161.65,0,0,1,0,1,0,0,0,0
3,217.55,0,0,0,1,0,0,0,0,1
49,2583.75,0,0,0,0,0,0,0,1,0
2,146.05,0,0,0,1,0,1,0,1,1
6,567.45,0,0,0,1,0,0,1,1,1
70,7711.25,0,0,1,1,0,0,1,1,0
12,1384.75,0,0,0,1,0,0,0,1,1
52,5481.25,1,1,0,1,0,0,1,1,0
72,8124.2,0,0,1,1,0,0,1,1,0
40,827.3,0,0,1,0,1,0,0,1,0
1,70.9,0,0,0,1,0,0,0,0,1
3,220.95,1,0,0,1,0,1,0,1,1
40,3673.6,1,0,0,1,0,1,0,1,0
1,49.85,0,0,0,0,0,1,0,1,0
30,576.65,0,1,0,0,1,0,0,0,0
23,2331.3,0,0,0,1,0,1,1,1,1
1,74.5,0,0,0,1,0,1,0,1,1
44,4495.65,1,0,0,1,0,1,0,0,0
65,6941.2,0,0,0,1,0,1,0,1,1
7,340.35,1,0,0,0,0,1,1,1,0
72,1789.9,1,0,1,0,1,0,0,1,0
8,908.55,1,0,0,1,0,0,0,1,0
16,1043.35,0,0,0,0,0,0,0,1,1
66,6822.15,1,0,0,1,0,0,0,1,1
1,71.55,0,0,0,1,0,0,0,1,1
3,157.55,0,0,0,0,0,0,1,0,0
53,5029.2,0,0,0,1,0,1,1,0,1
8,581.7,1,0,0,0,0,0,0,1,0
69,7318.2,1,0,1,1,0,0,0,1,1
5,420.45,0,0,0,1,0,0,0,1,0
72,7576.7,0,0,1,1,0,0,1,0,0
13,633.4,0,0,0,0,0,0,0,1,1
4,321.65,0,0,0,1,0,1,0,1,1
54,4965.0,0,0,1,0,0,0,1,0,0
72,6151.9,0,0,1,0,0,0,0,0,0
12,1253.9,0,0,0,1,0,1,0,1,1
1,25.15,0,0,0,0,0,1,0,1,1
1,45.2,1,0,0,0,0,1,0,0,0
54,5893.15,0,1,0,1,0,1,0,0,1
69,5420.65,0,0,1,1,0,0,0,1,0
48,2627.35,0,0,1,0,0,0,1,0,0
48,5037.55,0,1,0,1,0,0,1,1,1
8,743.75,0,0,0,1,0,1,0,1,0
71,6589.6,0,0,1,0,0,0,1,1,0
2,92.45,0,0,0,0,0,1,1,1,1
67,6733.15,0,1,0,1,0,0,1,1,0
34,3410.0,0,0,0,1,0,0,0,1,0
3,199.85,0,0,0,1,0,1,0,1,0
9,593.3,0,1,0,0,0,0,0,1,0
71,7288.4,0,1,0,1,0,0,1,1,0
57,5229.8,0,0,1,1,0,0,0,1,0
72,4464.8,0,0,1,0,0,0,1,1,0
48,5068.05,1,0,0,1,0,1,1,1,0
18,401.85,0,1,0,0,1,0,0,0,0
43,4451.85,0,1,0,1,0,0,0,1,0
72,6688.95,0,0,1,0,0,0,1,1,0
35,2661.1,0,1,0,0,0,0,0,1,0
4,73.05,0,0,0,0,1,0,0,0,0
49,1211.65,0,0,1,0,1,0,0,0,0
71,7030.65,0,0,1,1,0,0,1,0,0
11,1020.2,0,0,0,1,0,1,0,0,0
63,5597.65,0,0,1,0,0,0,1,1,0
65,6223.3,1,0,0,1,0,0,0,1,0
49,1024.65,0,0,1,0,1,0,0,0,0
29,2933.2,0,0,0,1,0,0,0,1,1
15,1258.3,1,0,0,1,0,1,0,1,1
4,82.9,0,0,0,0,1,1,0,1,0
72,7789.6,0,1,0,1,0,0,0,0,0
26,2067.0,1,0,0,1,0,0,0,1,0
35,3452.55,1,0,0,1,0,0,0,0,0
57,5468.95,0,1,0,1,0,1,0,0,0
28,1802.15,0,0,0,0,0,1,0,0,0
25,733.55,0,1,0,0,1,0,0,1,0
47,3021.45,0,1,0,0,0,0,1,1,0
57,3687.85,0,0,0,0,0,0,1,0,0
16,1391.15,1,0,0,1,0,0,0,1,0
5,274.35,0,0,0,0,0,0,1,1,0
17,1214.05,0,0,0,1,0,0,0,1,1
56,5510.65,1,1,0,1,0,0,0,1,1
72,1322.85,0,0,1,0,1,0,0,0,0
21,1973.75,1,0,0,1,0,1,0,1,1
48,2196.3,0,1,0,0,0,0,1,0,0
68,7843.55,0,0,1,1,0,0,1,0,0
30,3211.9,0,0,0,1,0,0,1,0,0
3,130.15,0,0,0,0,0,0,0,1,0
14,692.35,1,0,1,0,0,0,1,0,0
4,85.5,0,0,0,0,1,0,0,1,0
71,6849.4,0,0,1,1,0,0,0,1,0
8,203.95,0,1,0,0,1,0,0,0,0
61,2117.2,0,0,0,0,0,0,1,0,0
72,6565.85,0,0,1,1,0,0,0,0,0
5,424.75,0,0,0,1,0,1,0,1,0
49,3306.85,0,0,1,0,0,0,1,0,0
8,168.9,0,0,0,0,1,0,0,1,0
3,253.8,0,0,0,1,0,1,0,1,0
9,197.4,0,0,1,0,1,0,0,0,0
67,3838.2,0,0,1,0,0,0,1,1,0
46,2065.15,0,0,0,0,0,0,0,1,0
67,5064.45,0,1,0,0,0,0,1,0,0
55,1140.05,0,1,0,0,1,1,0,0,0
33,2447.45,0,0,0,0,0,0,1,1,0
62,1263.9,0,0,1,0,1,0,0,0,0
1,45.95,0,0,0,0,0,0,0,0,1
49,1838.15,0,0,0,0,0,1,1,1,0
1,44.75,0,0,0,0,0,1,0,1,0
14,1185.0,0,0,0,1,0,1,0,1,0
18,1743.9,1,0,0,1,0,0,0,0,0
1,70.15,1,0,0,1,0,1,0,1,1
1,85.55,0,0,0,1,0,0,0,1,1
72,8529.5,0,0,1,1,0,0,1,1,0
64,6549.45,0,0,1,1,0,0,1,0,0
69,7806.5,0,0,1,1,0,0,1,1,0
1,25.7,0,0,0,0,1,1,0,1,0
71,6287.3,0,0,1,0,0,0,1,0,0
66,3251.85,0,1,0,0,0,0,0,1,0
2,50.6,0,0,0,0,1,0,0,0,0
71,7904.25,1,0,1,1,0,0,1,1,0
11,729.95,0,1,0,0,0,1,0,1,0
47,2654.05,0,0,0,0,0,1,1,1,0
35,2416.55,0,0,0,1,0,1,0,1,1
32,3520.75,1,0,0,1,0,0,0,0,1
60,5969.95,0,0,0,1,0,0,0,1,0
11,226.8,0,1,0,0,1,0,0,0,0
29,1082.75,0,1,0,0,0,0,1,0,0
21,565.75,0,0,0,0,0,1,0,1,0
48,4370.75,1,0,0,1,0,0,0,1,0
3,90.05,0,0,0,0,0,0,0,0,0
43,2169.4,0,0,0,0,0,0,0,0,0
5,550.6,0,0,0,1,0,1,0,0,0
1,55.45,0,0,0,0,0,1,0,1,0
71,6300.85,0,1,0,0,0,1,1,0,0
8,160.05,0,1,0,0,1,1,0,0,0
8,436.6,0,0,0,0,0,1,0,1,0
20,1781.35,0,0,0,1,0,0,0,1,0
33,3467.0,0,1,0,1,0,0,1,1,1
71,5552.5,0,1,0,1,0,0,0,1,0
31,2835.5,1,1,0,1,0,1,0,1,0
38,3591.25,1,1,0,1,0,0,1,0,0
1,88.35,0,0,0,1,0,1,0,1,1
2,63.75,0,0,0,0,0,0,0,1,0
12,617.15,0,0,0,0,0,0,0,1,0
9,870.25,0,0,0,1,0,0,1,0,0
11,601.25,1,0,0,0,0,1,0,1,0
6,111.65,0,0,0,0,1,0,0,0,0
71,6046.1,0,1,0,0,0,0,1,1,0
42,3923.8,0,1,0,1,0,0,1,1,0
8,777.3,0,0,0,1,0,1,0,1,1
5,512.45,0,0,0,1,0,1,0,1,1
2,141.45,0,0,0,1,0,1,0,1,1
45,892.15,0,0,1,0,1,0,0,0,0
28,1682.05,0,1,0,0,0,0,0,1,0
43,3398.9,0,0,0,1,0,1,0,0,0
60,4984.85,0,0,1,0,0,1,1,1,0
42,1445.3,0,1,0,0,0,0,0,0,1
7,305.55,0,0,1,0,0,0,1,0,0
25,507.9,0,1,0,0,1,0,0,1,0
40,3640.45,1,0,0,1,0,0,0,1,1
27,2673.45,0,1,0,1,0,0,0,1,0
10,389.8,0,0,0,0,0,1,0,0,0
27,2401.05,1,0,0,1,0,0,0,1,0
11,651.55,0,1,0,0,0,0,0,0,0
4,156.1,0,0,0,0,0,0,1,0,0
68,2796.35,0,0,0,0,0,0,0,1,0
1,70.05,1,0,0,1,0,1,0,1,0
18,407.05,0,1,0,0,1,0,0,0,0
57,6465.0,0,0,1,1,0,0,1,1,1
26,511.25,0,0,0,0,1,1,0,1,0
17,646.05,0,0,0,0,0,0,0,1,0
1,35.9,0,0,0,0,0,1,0,0,1
38,3777.15,0,0,0,1,0,0,0,1,1
59,4903.15,1,1,0,1,0,0,1,1,0
30,1653.85,0,0,1,0,0,0,1,1,0
2,47.5,1,0,0,0,0,0,0,1,1
50,1306.3,1,1,0,0,1,1,0,0,0
9,463.6,0,1,0,0,0,0,1,0,0
3,60.65,0,0,0,0,1,0,0,0,0
14,824.85,0,0,0,0,0,0,0,1,0
31,2094.65,1,0,0,1,0,0,1,1,0
7,438.9,0,0,0,0,0,1,1,0,0
8,847.3,0,0,0,1,0,0,1,1,1
17,329.75,0,1,0,0,1,0,0,0,0
32,674.55,0,0,0,0,1,0,0,1,0
2,162.55,1,0,0,1,0,0,0,0,0
7,546.95,1,0,0,1,0,1,0,1,1
72,7887.25,0,0,1,1,0,0,1,0,0
31,3186.65,1,0,0,1,0,1,0,1,1
27,1972.35,0,0,0,1,0,0,1,0,0
18,1527.35,0,0,0,1,0,0,0,1,1
7,490.55,0,0,0,1,0,1,0,1,0
14,1531.4,1,0,0,1,0,1,0,1,1
11,683.25,0,0,0,0,0,0,0,1,0
72,8058.85,0,0,1,1,0,0,1,1,0
28,2847.4,0,1,0,1,0,1,1,0,1
15,1133.9,1,0,0,1,0,0,0,1,1
4,294.45,1,0,0,1,0,1,0,1,0
71,1719.15,0,0,1,0,1,1,0,0,0
5,461.7,0,0,0,1,0,1,0,1,1
47,1160.45,0,0,1,0,1,0,0,0,0
57,5199.8,1,1,0,1,0,1,0,1,0
50,5163.3,1,0,1,1,0,0,1,1,0
8,162.3,0,0,0,0,1,0,0,1,0
48,883.35,0,0,1,0,1,0,0,0,0
70,1341.5,0,1,0,0,1,0,0,0,0
1,70.45,0,0,0,0,0,0,1,1,0
8,659.45,0,0,0,1,0,0,0,1,0
1,77.15,0,0,0,1,0,1,0,1,1
1,35.25,0,0,0,0,0,0,0,1,1
60,1205.05,0,0,1,0,1,0,0,0,0
49,4917.9,0,1,0,1,0,1,0,1,0
4,201.0,0,0,0,0,0,1,0,1,1
29,599.3,0,1,0,0,1,0,0,0,0
67,1733.15,0,0,1,0,1,0,0,1,0
53,5149.5,0,0,0,1,0,0,0,1,1
67,4677.1,0,0,1,0,0,0,1,0,0
6,119.3,0,0,0,0,1,0,0,0,0
47,4849.1,0,0,0,1,0,1,0,1,0
53,5424.25,0,0,1,1,0,0,1,0,0
69,5878.9,0,0,1,0,0,0,1,1,0
3,244.85,0,0,0,1,0,0,1,1,0
4,220.75,0,0,0,0,0,0,0,0,0
56,4261.2,0,0,1,0,0,0,1,1,0
59,5574.75,1,0,0,1,0,0,0,1,1
61,1501.75,1,0,1,0,1,0,0,0,0
2,89.75,0,0,0,0,0,1,0,1,0
46,4541.2,1,0,0,1,0,1,1,1,1
12,255.5,0,0,0,0,1,0,0,0,0
14,1072.0,0,0,0,1,0,1,0,1,1
28,2509.25,0,1,0,1,0,1,0,1,0
24,1440.75,0,0,0,0,0,0,1,0,0
31,1715.65,0,0,0,0,0,1,0,1,1
68,5333.35,0,1,0,0,0,1,1,1,0
39,3895.35,0,0,1,1,0,0,0,0,0
42,869.9,0,0,0,0,1,0,0,0,0
13,706.85,0,0,0,0,0,1,1,1,1
6,512.25,0,0,0,1,0,1,0,1,0
35,2636.05,0,0,0,1,0,0,0,0,1
38,814.75,0,1,0,0,1,0,0,1,0
18,388.6,0,0,1,0,1,0,0,0,0
4,93.45,0,0,0,0,1,0,0,0,0
27,1389.85,0,0,0,0,0,1,0,1,0
41,2894.55,0,1,0,0,0,0,1,0,0
50,4025.6,0,1,0,0,0,1,1,0,0
72,1354.4,0,0,1,0,1,1,0,0,0
70,1856.4,0,1,0,0,1,0,0,0,0
44,926.0,0,1,0,0,1,0,0,0,0
2,189.2,0,0,0,1,0,1,1,1,1
34,682.1,0,1,0,0,1,0,0,1,0
72,1778.7,1,0,1,0,1,0,0,0,0
71,1816.2,0,0,1,0,1,1,0,1,0
64,7069.25,0,0,1,1,0,0,0,1,0
72,1841.2,0,0,1,0,1,0,0,1,0
1,74.25,0,0,0,1,0,0,0,1,1
29,2656.7,1,1,0,1,0,0,1,0,0
23,1689.45,0,1,0,0,0,0,1,1,0
52,1054.75,0,0,1,0,1,0,0,0,0
25,2187.55,1,0,0,1,0,1,0,1,1
64,7334.05,0,0,1,1,0,0,1,1,0
16,1581.2,1,0,0,1,0,1,0,1,1
1,69.5,1,0,0,1,0,0,0,1,1
24,2404.85,0,0,0,1,0,0,0,1,0
2,171.45,0,0,0,1,0,1,0,1,0
34,2839.45,0,0,1,0,0,0,1,0,0
36,3132.75,1,0,0,1,0,0,0,1,1
53,3942.45,0,1,0,0,0,0,0,1,0
47,873.4,0,0,1,0,1,0,0,0,0
72,1529.65,0,0,1,0,1,0,0,0,0
72,6991.6,0,0,1,1,0,0,1,1,0
1,19.4,0,0,0,0,1,0,0,0,1
9,803.3,0,0,0,1,0,1,0,1,1
8,679.3,0,0,0,1,0,0,0,1,1
45,2791.5,1,1,0,0,0,0,1,0,1
7,715.0,0,0,0,1,0,1,0,1,0
71,1681.6,0,0,1,0,1,0,0,1,0
41,4016.2,1,1,0,1,0,0,0,1,0
67,3281.65,0,0,1,0,0,0,1,0,0
69,7317.1,0,1,0,1,0,0,1,1,0
70,6474.45,1,0,1,0,0,0,1,1,0
25,676.35,0,1,0,0,1,0,0,0,1
72,8164.1,0,0,1,1,0,0,1,0,0
34,1325.85,0,0,1,0,0,1,0,1,0
65,1654.85,0,0,1,0,1,0,0,0,0
70,7795.95,0,0,1,1,0,0,1,1,0
72,3952.45,0,0,1,0,0,0,1,1,0
35,2495.15,0,1,0,0,0,0,0,1,0
13,1230.25,0,0,0,1,0,0,1,0,1
12,876.75,0,1,0,0,0,1,1,0,0
62,4263.45,0,1,0,0,0,0,1,1,0
25,1992.95,0,0,0,0,0,0,1,1,0
52,1982.1,0,0,1,0,0,0,1,0,0
8,562.7,1,0,0,1,0,0,0,1,0
2,33.7,0,0,0,0,1,0,0,0,0
56,1090.1,0,0,1,0,1,0,0,0,0
12,227.45,0,0,0,0,1,0,0,0,0
47,1250.85,0,1,0,0,1,1,0,0,0
2,37.2,1,0,0,0,1,1,0,0,0
18,892.7,0,0,0,0,0,0,0,1,0
8,487.75,0,0,0,0,0,1,1,1,0
45,3713.95,0,0,0,1,0,0,1,1,0
3,141.7,0,0,0,0,0,0,0,0,0
38,678.2,0,1,0,0,1,0,0,0,0
72,8425.3,0,0,1,1,0,1,1,1,0
46,4154.8,0,0,0,1,0,1,1,1,1
71,7061.65,0,0,1,1,0,0,1,1,0
66,3364.55,0,0,1,0,0,0,0,0,0
25,2655.25,1,0,0,1,0,0,0,0,1
18,1425.45,0,1,0,0,0,0,0,1,1
13,332.5,0,0,1,0,1,0,0,1,0
65,5963.95,0,0,1,0,0,0,1,0,0
60,5742.9,0,0,0,1,0,1,0,1,1
15,278.85,0,0,1,0,1,0,0,0,0
72,1871.85,0,0,1,0,1,0,0,0,0
30,2866.45,0,0,0,1,0,0,0,1,1
42,4303.65,0,0,1,1,0,1,0,1,0
71,1753.0,0,0,1,0,1,0,0,0,0
1,54.75,0,0,0,0,0,0,0,1,1
39,3759.05,1,0,0,1,0,0,0,1,1
35,617.65,0,0,0,0,1,0,0,0,0
53,5935.1,0,0,0,1,0,0,0,1,0
1,94.6,0,0,0,1,0,1,0,1,1
31,2911.3,1,0,0,1,0,1,0,1,1
48,982.95,0,0,1,0,1,0,0,0,0
30,2974.5,1,0,0,1,0,1,0,1,0
10,198.7,0,0,0,0,1,0,0,0,0
12,1275.65,0,0,0,1,0,1,0,1,0
57,4003.0,1,0,1,0,0,0,1,0,0
58,3791.6,0,0,0,0,0,0,1,1,0
37,813.3,0,0,1,0,1,0,0,0,0
44,780.25,0,0,0,0,1,0,0,0,0
27,552.9,0,1,0,0,1,0,0,0,0
8,408.25,0,0,0,0,0,1,0,0,0
3,231.8,1,0,0,1,0,1,0,1,1
25,2191.15,1,0,0,1,0,0,0,0,0
57,5611.7,0,0,0,1,0,1,0,1,0
12,246.25,0,0,0,0,1,0,0,0,0
62,1296.15,0,0,1,0,1,0,0,0,0
65,7082.85,0,0,1,1,0,0,0,1,0
71,5662.25,0,0,1,0,0,0,0,1,0
21,1215.45,0,1,0,0,0,0,0,1,0
71,7854.15,0,1,0,1,0,1,1,1,0
7,525.0,0,0,0,1,0,1,0,1,0
72,5265.2,0,0,1,0,0,0,1,1,0
1,70.1,0,0,0,1,0,1,0,0,0
72,7129.45,0,0,1,1,0,0,0,1,0
64,7266.95,0,1,0,1,0,1,0,1,0
72,8496.7,0,0,1,1,0,1,1,1,0
29,2878.75,0,0,0,1,0,0,0,0,0
13,261.3,0,0,1,0,1,0,0,1,0
31,3205.6,0,0,0,1,0,1,1,0,0
1,69.75,1,0,0,1,0,1,0,1,1
7,279.25,0,0,0,0,0,1,1,1,1
61,6281.45,0,0,0,1,0,1,0,1,1
39,1131.3,0,0,0,0,0,0,0,0,1
10,738.2,0,0,0,1,0,1,0,1,1
14,1137.05,0,0,0,0,0,0,0,0,0
1,80.2,0,0,0,1,0,0,0,1,1
67,6341.45,0,1,0,1,0,0,1,1,1
72,6697.2,0,0,1,0,0,0,1,1,0
6,260.8,0,0,0,0,0,0,0,1,1
1,19.6,0,0,0,0,1,0,0,1,1
25,505.45,0,1,0,0,1,1,0,0,0
33,3655.45,1,0,0,1,0,1,0,1,1
18,1299.8,0,0,0,0,0,1,1,1,0
71,5564.85,0,0,1,0,0,0,0,1,0
28,1381.8,1,1,0,0,0,1,0,1,0
2,188.1,0,0,0,1,0,0,1,0,0
17,1077.05,0,0,0,0,0,0,0,1,0
56,4922.4,0,0,0,1,0,1,1,1,0
60,2911.5,0,1,0,0,0,1,1,0,0
33,826.1,0,0,1,0,1,0,0,0,0
1,83.4,0,0,0,1,0,0,1,1,0
2,140.7,0,0,0,1,0,0,0,0,1
63,5377.8,0,0,1,1,0,0,1,1,0
7,665.45,1,0,0,1,0,1,0,1,1
55,3617.1,0,0,1,0,0,0,0,1,0
65,6643.5,0,1,0,1,0,0,1,1,0
1,84.8,0,0,0,1,0,1,0,1,1
63,1559.3,0,0,1,0,1,0,0,0,0
70,7987.6,1,0,1,1,0,0,1,1,0
36,1547.35,0,0,1,0,0,0,1,0,0
52,5426.85,0,1,0,1,0,0,0,1,1
22,1127.35,0,0,0,0,0,1,1,1,1
22,2142.8,0,0,0,1,0,0,0,1,0
5,287.85,1,0,0,0,0,0,1,0,0
47,4045.65,0,0,0,1,0,1,0,1,1
33,2757.85,0,0,0,1,0,1,0,1,1
18,600.0,0,0,0,0,0,0,0,1,1
1,19.8,0,0,0,0,1,0,0,0,0
56,4534.45,0,0,1,0,0,0,0,1,0
2,40.9,0,0,0,0,1,0,0,1,0
35,2094.9,0,0,0,0,0,1,1,1,0
64,1584.8,0,0,1,0,1,0,0,0,0
15,1302.65,0,0,0,1,0,0,1,1,0
24,2238.5,0,0,0,1,0,1,0,1,1
1,55.55,0,0,0,0,0,0,0,0,0
70,5437.75,0,0,1,0,0,0,1,0,0
1,90.75,0,0,0,1,0,1,0,1,1
4,365.65,0,0,0,1,0,0,0,0,1
39,2209.15,0,1,0,0,0,1,0,0,0
29,1912.15,0,0,0,0,0,1,1,1,0
14,255.55,0,0,1,0,1,0,0,0,0
61,5175.3,0,0,1,0,0,0,1,0,0
13,670.65,0,0,0,0,0,0,1,1,0
66,3177.25,0,0,1,0,0,0,1,1,0
2,90.35,0,0,0,0,0,1,0,1,1
59,6557.75,0,1,0,1,0,0,1,1,0
62,5791.85,0,1,0,1,0,0,1,1,0
33,3055.5,1,1,0,1,0,1,1,1,0
66,5196.1,0,0,1,0,0,0,0,1,0
72,8405.0,0,0,1,1,0,0,1,0,0
1,19.75,0,0,0,0,1,0,0,0,1
19,1789.25,0,0,0,1,0,1,1,1,1
51,5000.05,0,1,0,1,0,0,1,1,0
63,6713.2,0,0,0,1,0,1,0,0,0
27,562.6,0,1,0,0,1,0,0,0,0
22,2317.1,0,0,0,1,0,0,1,1,1
4,91.45,1,0,0,0,1,0,0,0,0
42,828.85,0,0,1,0,1,0,0,0,0
29,617.35,0,1,0,0,1,0,0,0,0
4,266.9,0,0,0,1,0,0,0,1,1
30,625.05,0,1,0,0,1,0,0,0,0
4,301.4,0,0,0,1,0,1,0,1,1
71,6029.9,0,0,1,0,0,0,1,0,0
46,1842.7,0,0,1,0,0,0,1,0,0
4,206.6,0,0,0,0,0,0,0,0,1
7,604.7,0,0,0,1,0,0,1,1,1
69,7386.05,0,1,0,1,0,0,0,1,0
72,7334.05,0,0,1,1,0,0,1,0,0
19,1471.75,1,0,0,1,0,1,0,1,1
28,2626.15,0,0,0,1,0,1,0,0,0
5,412.1,0,0,0,1,0,1,0,1,1
72,8277.05,1,0,1,1,0,0,1,1,0
8,583.45,1,0,0,1,0,0,0,1,1
7,369.25,0,1,0,0,0,1,1,1,0
22,1049.05,0,0,0,0,0,1,1,1,0
72,1414.8,0,0,1,0,1,0,0,0,0
8,169.75,0,0,0,0,1,0,0,0,0
52,4354.45,0,1,0,0,0,0,1,1,0
68,2719.2,0,0,1,0,0,0,1,0,0
71,6365.35,0,0,1,0,0,0,1,0,0
2,51.6,0,0,0,0,1,0,0,0,0
34,3190.25,1,0,0,1,0,1,0,1,0
35,812.5,0,0,0,0,0,1,0,0,0
61,1143.8,0,1,0,0,1,0,0,0,0
1,44.0,0,0,0,0,0,1,0,0,0
1,50.1,0,0,0,0,0,0,0,1,1
53,3297.0,0,1,0,0,0,0,0,0,0
72,1887.0,0,0,1,0,1,0,0,0,0
2,151.8,0,0,0,1,0,1,0,0,1
3,293.65,0,0,0,1,0,1,0,1,1
13,1308.1,1,0,0,1,0,1,1,1,1
41,2215.4,1,0,0,0,0,1,0,1,0
24,482.8,0,1,0,0,1,0,0,0,0
28,2598.95,0,1,0,1,0,0,0,1,1
8,216.45,0,0,0,0,0,0,1,0,0
1,20.45,0,0,0,0,1,0,0,1,0
54,5064.85,0,0,1,1,0,0,0,1,0
41,996.45,0,0,0,0,1,0,0,1,0
19,839.65,0,0,0,0,0,0,0,0,0
72,6733.0,0,0,1,0,0,0,1,0,0
62,2618.3,0,0,1,0,0,0,1,1,0
56,4084.35,1,0,1,0,0,0,1,1,0
15,765.5,0,0,0,0,0,1,0,0,1
10,793.55,1,0,0,1,0,1,0,1,1
32,613.95,0,0,1,0,1,0,0,0,0
21,402.85,0,0,0,0,1,0,0,0,0
62,1244.8,0,1,0,0,1,0,0,0,0
2,46.4,0,0,0,0,0,1,0,0,0
27,581.85,0,0,1,0,1,0,0,0,0
5,462.8,0,0,0,1,0,0,0,1,1
25,1540.2,0,1,0,0,0,1,1,0,0
2,169.8,0,0,0,1,0,1,0,1,1
49,5168.1,0,1,0,1,0,0,0,1,0
63,6780.1,0,0,0,1,0,0,1,0,0
4,94.5,0,0,0,0,1,0,0,0,0
1,55.3,0,0,0,0,0,0,0,1,0
11,208.0,0,0,0,0,1,0,0,0,0
52,3829.75,1,0,0,1,0,0,0,1,0
60,5294.6,1,0,0,1,0,1,0,0,0
64,6889.8,0,1,0,1,0,0,0,1,0
43,3254.35,0,0,1,0,0,0,1,0,0
61,6383.9,0,1,0,1,0,0,0,0,0
1,44.4,0,0,0,0,0,0,0,0,1
5,477.7,1,0,0,1,0,1,0,1,1
66,4447.55,0,0,1,0,0,0,1,0,0
67,7321.05,0,0,1,1,0,1,1,1,0
42,4135.0,0,0,1,1,0,0,0,1,0
1,86.05,1,0,0,1,0,1,0,1,1
31,697.7,0,0,1,0,1,0,0,0,0
7,168.65,0,0,0,0,1,0,0,1,0
4,174.3,0,0,0,0,0,1,0,1,1
34,2753.8,0,1,0,0,0,0,0,0,0
3,69.25,0,1,0,0,1,0,0,1,0
19,434.8,0,0,0,0,0,0,0,1,0
31,1077.5,0,0,0,0,0,0,1,0,1
1,95.65,0,0,0,1,0,0,0,0,1
3,107.25,0,0,0,0,0,0,1,0,0
46,851.2,0,0,0,0,1,1,0,0,0
1,20.95,0,0,0,0,1,0,0,0,1
69,5848.6,0,1,0,1,0,0,1,0,0
